epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,8.68937,0.73601,1.55879,1.16548,0.93488,0.38333,0.60503,0.45883,1.58016,2.0483,1.39349,2.0478e-05,2.0478e-05,2.0478e-05
24,9.058,0.98156,1.66647,1.26003,0.93488,0.38333,0.60503,0.45883,1.58016,2.0483,1.39349,2.11379e-05,2.11379e-05,2.11379e-05
25,9.46616,1.10063,2.28404,1.43531,0.93577,0.38333,0.61072,0.43922,1.61373,2.11519,1.41688,2.17741e-05,2.17741e-05,2.17741e-05
26,9.83989,1.15311,2.29631,1.49627,0.93577,0.38333,0.61072,0.43922,1.61373,2.11519,1.41688,2.23869e-05,2.23869e-05,2.23869e-05
27,10.2469,0.84869,1.56767,1.23025,0.76628,0.38333,0.61785,0.43504,1.64139,2.16302,1.43386,2.2976e-05,2.2976e-05,2.2976e-05
28,10.6206,1.14986,1.55382,1.48827,0.76628,0.38333,0.61785,0.43504,1.64139,2.16302,1.43386,2.35417e-05,2.35417e-05,2.35417e-05
29,11.0427,1.31719,3.04888,1.58995,0.7653,0.38333,0.59025,0.42304,1.69635,2.21142,1.47308,2.40837e-05,2.40837e-05,2.40837e-05
30,11.405,0.75753,1.3578,1.13657,0.7653,0.38333,0.59025,0.42304,1.69635,2.21142,1.47308,2.46022e-05,2.46022e-05,2.46022e-05
31,11.7923,0.85805,1.50256,1.2475,0.76312,0.38333,0.57682,0.42372,1.71626,2.24518,1.49068,2.50971e-05,2.50971e-05,2.50971e-05
32,12.157,0.73439,1.27783,1.15142,0.76312,0.38333,0.57682,0.42372,1.71626,2.24518,1.49068,2.55685e-05,2.55685e-05,2.55685e-05
33,12.5358,0.90076,1.66156,1.34953,0.7646,0.38333,0.49615,0.34704,1.73816,2.31002,1.51082,2.60163e-05,2.60163e-05,2.60163e-05
34,12.8876,0.93962,1.3194,1.39629,0.7646,0.38333,0.49615,0.34704,1.73816,2.31002,1.51082,2.64405e-05,2.64405e-05,2.64405e-05
35,13.2963,0.53184,0.85835,1.03055,0.76564,0.38333,0.49586,0.37833,1.76285,2.37403,1.52924,2.68412e-05,2.68412e-05,2.68412e-05
36,13.6666,0.94768,1.48913,1.32951,0.76564,0.38333,0.49586,0.37833,1.76285,2.37403,1.52924,2.72183e-05,2.72183e-05,2.72183e-05
37,14.0714,0.92371,1.83914,1.33931,0.76653,0.38333,0.46841,0.35909,1.75229,2.37238,1.5209,2.75718e-05,2.75718e-05,2.75718e-05
38,14.4513,0.81561,1.38945,1.2467,0.76653,0.38333,0.46841,0.35909,1.75229,2.37238,1.5209,2.79018e-05,2.79018e-05,2.79018e-05
39,14.8611,1.0067,1.50171,1.44003,0.93267,0.38333,0.4548,0.32944,1.75795,2.4016,1.52646,2.82082e-05,2.82082e-05,2.82082e-05
40,15.2478,0.90094,1.56968,1.34424,0.93267,0.38333,0.4548,0.32944,1.75795,2.4016,1.52646,2.84911e-05,2.84911e-05,2.84911e-05
41,15.6393,0.82448,1.48287,1.16447,0.92761,0.38333,0.41308,0.28743,1.73804,2.40428,1.52509,2.87504e-05,2.87504e-05,2.87504e-05
42,15.993,0.71848,1.79891,1.35184,0.92761,0.38333,0.41308,0.28743,1.73804,2.40428,1.52509,2.89861e-05,2.89861e-05,2.89861e-05
43,16.3946,1.24671,2.42785,1.59739,0.93003,0.38333,0.41819,0.28943,1.7449,2.37768,1.53377,2.91983e-05,2.91983e-05,2.91983e-05
44,16.7599,0.63798,0.84017,1.22109,0.93003,0.38333,0.41819,0.28943,1.7449,2.37768,1.53377,2.93869e-05,2.93869e-05,2.93869e-05
45,17.1619,0.89326,1.3832,1.23952,0.92375,0.38333,0.41833,0.29057,1.77067,2.42647,1.55189,2.9552e-05,2.9552e-05,2.9552e-05
46,17.522,0.79091,1.28653,1.29522,0.92375,0.38333,0.41833,0.29057,1.77067,2.42647,1.55189,2.96935e-05,2.96935e-05,2.96935e-05
47,17.9133,0.77563,1.05606,1.13504,0.91937,0.38333,0.42198,0.32468,1.76144,2.41928,1.54401,2.98114e-05,2.98114e-05,2.98114e-05
48,18.263,0.71834,1.41282,1.16585,0.91937,0.38333,0.42198,0.32468,1.76144,2.41928,1.54401,2.99058e-05,2.99058e-05,2.99058e-05
49,18.6524,0.958,2.04743,1.36422,0.92027,0.38333,0.41899,0.30017,1.7625,2.42996,1.54885,2.99766e-05,2.99766e-05,2.99766e-05
50,19.0349,0.49628,0.62367,1.17592,0.92027,0.38333,0.41899,0.30017,1.7625,2.42996,1.54885,3.00238e-05,3.00238e-05,3.00238e-05
51,19.4184,0.70344,0.83448,1.07209,0.92602,0.38722,0.42217,0.30426,1.76699,2.44303,1.55732,3.00475e-05,3.00475e-05,3.00475e-05
52,19.7679,0.72762,0.87341,1.12758,0.92602,0.38722,0.42217,0.30426,1.76699,2.44303,1.55732,3.00476e-05,3.00476e-05,3.00476e-05
53,20.1052,0.77791,1.06308,1.12489,0.92602,0.38722,0.42217,0.30426,1.76699,2.44303,1.55732,3.00242e-05,3.00242e-05,3.00242e-05
54,20.4798,0.65719,0.68369,1.26182,0.92592,0.38692,0.42283,0.30535,1.7558,2.44098,1.5461,2.99772e-05,2.99772e-05,2.99772e-05
55,20.8563,0.8032,0.93186,1.11621,0.92592,0.38692,0.42283,0.30535,1.7558,2.44098,1.5461,2.99066e-05,2.99066e-05,2.99066e-05
56,21.2062,0.9399,1.11982,1.22994,0.92592,0.38692,0.42283,0.30535,1.7558,2.44098,1.5461,2.98125e-05,2.98125e-05,2.98125e-05
57,21.602,0.5229,0.79431,0.94885,0.92162,0.38699,0.42169,0.30395,1.76405,2.50015,1.54375,2.96948e-05,2.96948e-05,2.96948e-05
58,21.9532,0.74564,0.79268,1.19103,0.92162,0.38699,0.42169,0.30395,1.76405,2.50015,1.54375,2.95535e-05,2.95535e-05,2.95535e-05
59,22.2885,0.50766,0.63926,1.08429,0.92162,0.38699,0.42169,0.30395,1.76405,2.50015,1.54375,2.93887e-05,2.93887e-05,2.93887e-05
60,22.7078,0.81362,1.1346,1.24655,0.91967,0.38748,0.42034,0.29366,1.75758,2.51246,1.53588,2.92003e-05,2.92003e-05,2.92003e-05
61,23.0624,0.70221,0.7069,1.19364,0.91967,0.38748,0.42034,0.29366,1.75758,2.51246,1.53588,2.89884e-05,2.89884e-05,2.89884e-05
62,23.4204,1.12195,1.37654,1.41857,0.91967,0.38748,0.42034,0.29366,1.75758,2.51246,1.53588,2.87529e-05,2.87529e-05,2.87529e-05
63,23.8122,0.90019,1.50089,1.3576,0.92292,0.38786,0.42166,0.2958,1.73615,2.3947,1.48435,2.84938e-05,2.84938e-05,2.84938e-05
64,24.1959,0.77736,1.01929,1.17971,0.92292,0.38786,0.42166,0.2958,1.73615,2.3947,1.48435,2.82112e-05,2.82112e-05,2.82112e-05
65,24.5452,0.7949,1.28053,1.22178,0.92292,0.38786,0.42166,0.2958,1.73615,2.3947,1.48435,2.7905e-05,2.7905e-05,2.7905e-05
66,24.9292,0.65303,0.67183,1.09443,0.91914,0.38857,0.42448,0.29477,1.7391,2.29728,1.46125,2.75753e-05,2.75753e-05,2.75753e-05
67,25.2929,0.63488,0.58159,1.00995,0.91914,0.38857,0.42448,0.29477,1.7391,2.29728,1.46125,2.7222e-05,2.7222e-05,2.7222e-05
68,25.6523,0.7796,0.89147,1.18956,0.91914,0.38857,0.42448,0.29477,1.7391,2.29728,1.46125,2.68451e-05,2.68451e-05,2.68451e-05
69,26.0455,0.85271,1.06913,1.16516,0.91642,0.3892,0.42451,0.29563,1.74265,2.34514,1.47112,2.64447e-05,2.64447e-05,2.64447e-05
70,26.4039,0.87417,1.04208,1.25658,0.91642,0.3892,0.42451,0.29563,1.74265,2.34514,1.47112,2.60207e-05,2.60207e-05,2.60207e-05
71,26.7578,0.62799,0.72031,1.10432,0.91642,0.3892,0.42451,0.29563,1.74265,2.34514,1.47112,2.55731e-05,2.55731e-05,2.55731e-05
72,27.1376,0.88705,0.80006,1.17405,0.91014,0.39084,0.42623,0.29626,1.76564,2.37275,1.48602,2.5102e-05,2.5102e-05,2.5102e-05
73,27.4859,0.7498,0.96374,1.15661,0.91014,0.39084,0.42623,0.29626,1.76564,2.37275,1.48602,2.46073e-05,2.46073e-05,2.46073e-05
74,27.8387,0.64526,0.82223,1.11949,0.91014,0.39084,0.42623,0.29626,1.76564,2.37275,1.48602,2.40891e-05,2.40891e-05,2.40891e-05
75,28.2619,0.86298,1.16319,1.30425,0.90948,0.39105,0.42712,0.2974,1.80124,2.48035,1.54127,2.35472e-05,2.35472e-05,2.35472e-05
76,28.6387,0.73101,0.91963,1.1727,0.90948,0.39105,0.42712,0.2974,1.80124,2.48035,1.54127,2.29819e-05,2.29819e-05,2.29819e-05
77,29.0073,0.79553,0.88085,1.27282,0.90948,0.39105,0.42712,0.2974,1.80124,2.48035,1.54127,2.23929e-05,2.23929e-05,2.23929e-05
78,29.3944,0.78425,0.85237,1.14789,0.98028,0.35681,0.42721,0.28045,1.79441,2.46339,1.52402,2.17805e-05,2.17805e-05,2.17805e-05
79,29.7636,0.65861,0.58349,1.03202,0.98028,0.35681,0.42721,0.28045,1.79441,2.46339,1.52402,2.11444e-05,2.11444e-05,2.11444e-05
80,30.1113,0.94932,1.03093,1.35818,0.98028,0.35681,0.42721,0.28045,1.79441,2.46339,1.52402,2.04848e-05,2.04848e-05,2.04848e-05
81,30.4831,0.64931,0.6489,1.09399,0.97348,0.35892,0.42789,0.27805,1.82301,2.51869,1.54189,1.98016e-05,1.98016e-05,1.98016e-05
82,30.8342,0.61287,0.71576,1.07241,0.97348,0.35892,0.42789,0.27805,1.82301,2.51869,1.54189,1.90949e-05,1.90949e-05,1.90949e-05
83,31.18,0.73645,0.72924,1.11687,0.97348,0.35892,0.42789,0.27805,1.82301,2.51869,1.54189,1.83646e-05,1.83646e-05,1.83646e-05
84,31.5897,0.50558,0.55319,1.02335,0.96643,0.36042,0.42885,0.27902,1.83127,2.50342,1.53524,1.76107e-05,1.76107e-05,1.76107e-05
85,31.9608,0.6061,0.55433,1.05132,0.96643,0.36042,0.42885,0.27902,1.83127,2.50342,1.53524,1.68333e-05,1.68333e-05,1.68333e-05
86,32.3155,1.13229,1.41443,1.46312,0.96643,0.36042,0.42885,0.27902,1.83127,2.50342,1.53524,1.60323e-05,1.60323e-05,1.60323e-05
87,32.6513,0.83123,0.93562,1.18719,0.96643,0.36042,0.42885,0.27902,1.83127,2.50342,1.53524,1.52077e-05,1.52077e-05,1.52077e-05
88,33.0444,0.57935,0.57016,1.02107,0.91807,0.38305,0.42995,0.27725,1.80572,2.45167,1.50383,1.43596e-05,1.43596e-05,1.43596e-05
89,33.3966,0.84854,1.06477,1.2088,0.91807,0.38305,0.42995,0.27725,1.80572,2.45167,1.50383,1.34879e-05,1.34879e-05,1.34879e-05
90,33.7599,0.63688,0.72446,1.13014,0.91807,0.38305,0.42995,0.27725,1.80572,2.45167,1.50383,1.25927e-05,1.25927e-05,1.25927e-05
91,34.117,0.74088,0.71655,1.22962,0.91807,0.38305,0.42995,0.27725,1.80572,2.45167,1.50383,1.16739e-05,1.16739e-05,1.16739e-05
92,34.5311,0.51093,0.58374,0.90691,0.92175,0.38334,0.42848,0.28531,1.82827,2.51162,1.53452,1.07315e-05,1.07315e-05,1.07315e-05
93,34.8884,0.55933,0.53164,1.06028,0.92175,0.38334,0.42848,0.28531,1.82827,2.51162,1.53452,9.76562e-06,9.76562e-06,9.76562e-06
94,35.2267,0.71767,0.76245,1.17896,0.92175,0.38334,0.42848,0.28531,1.82827,2.51162,1.53452,8.77613e-06,8.77613e-06,8.77613e-06
95,35.601,0.74125,0.65071,1.33436,0.92175,0.38334,0.42848,0.28531,1.82827,2.51162,1.53452,7.76308e-06,7.76308e-06,7.76308e-06
96,35.9925,0.57978,0.59769,1.08826,0.96351,0.36422,0.43045,0.30481,1.80289,2.49698,1.5101,6.72648e-06,6.72648e-06,6.72648e-06
97,36.3402,0.50809,0.50065,0.98814,0.96351,0.36422,0.43045,0.30481,1.80289,2.49698,1.5101,5.6663e-06,5.6663e-06,5.6663e-06
98,36.6901,0.74446,0.70771,1.35191,0.96351,0.36422,0.43045,0.30481,1.80289,2.49698,1.5101,4.58257e-06,4.58257e-06,4.58257e-06
99,37.0334,0.58234,0.59724,0.90614,0.96351,0.36422,0.43045,0.30481,1.80289,2.49698,1.5101,3.47528e-06,3.47528e-06,3.47528e-06
100,37.4259,0.42796,0.49804,0.9521,0.96094,0.3656,0.431,0.30366,1.80628,2.55627,1.50685,2.34442e-06,2.34442e-06,2.34442e-06
